CustomerId,ProductId,Quantity,Gender,Category,SubCategory,ProductType,Colour,Usage,ProductTitle,Image,ImageURL
297,41723,2,Women,Footwear,Shoes,Heels,Navy Blue,Casual,Catwalk Women Navy Blue Heels,41723.jpg,http://assets.myntassets.com/v1/images/style/properties/47e5d9d687984236fa97821f0f239d9e_images.jpg
297,3161,2,Men,Footwear,Shoes,Sports Shoes,White,Sports,Nike Men's Air Citius MSL White Grey Shoe,3161.jpg,http://assets.myntassets.com/v1/images/style/properties/baffde85f36e72580d7246b0952ee688_images.jpg
297,8338,3,Boys,Apparel,Topwear,Tshirts,White,Casual,Doodle Boy's 77 Juniors League White Black Kidswear,8338.jpg,http://assets.myntassets.com/v1/images/style/properties/1a5a66f4734649b11c905a1853486acd_images.jpg
297,15406,1,Men,Footwear,Shoes,Sports Shoes,White,Sports,FILA Men FILA Boston White Sports Shoes,15406.jpg,http://assets.myntassets.com/v1/images/style/properties/ca4070668cac17859b445c434bcb512b_images.jpg
297,40138,1,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Gini and Jony Boys Under The Sun Yellow T-shirt,40138.jpg,http://assets.myntassets.com/v1/images/style/properties/8aa81b63ed80eca1630464364e4669dc_images.jpg
297,41979,2,Boys,Apparel,Topwear,Tshirts,Grey,Casual,Gini and Jony Boys Around The World Grey T-shirt,41979.jpg,http://assets.myntassets.com/v1/images/style/properties/b7682574d75af74c02adf5186c85a806_images.jpg
297,20949,3,Women,Footwear,Flip Flops,Flip Flops,Yellow,Casual,ADIDAS Women Vines Yellow Flip Flops,20949.jpg,http://assets.myntassets.com/v1/images/style/properties/91043446ceb958775a65256a6636e864_images.jpg
298,44948,3,Men,Footwear,Shoes,Sports Shoes,Black,Sports,Puma Men Black Aquil II Sports Shoes,44948.jpg,http://assets.myntassets.com/v1/images/style/properties/39cef2982137215d71ed41a558159659_images.jpg
298,21863,2,Girls,Apparel,Topwear,Tops,Yellow,Casual,Chhota Bheem Kids Girls Lets Catch Them Yellow Top,21863.jpg,http://assets.myntassets.com/v1/images/style/properties/fa10019b09df17da1f1abf127564d4a4_images.jpg
298,38328,1,Girls,Apparel,Topwear,Tops,Pink,Casual,Hannah Montana Girls Pink Top,38328.jpg,http://assets.myntassets.com/v1/images/style/properties/ca791a4fd15edf47eec63b406a8058d4_images.jpg
299,38288,1,Girls,Apparel,Topwear,Tops,Green,Casual,Kids Ville Girls Green Printed Top,38288.jpg,http://assets.myntassets.com/v1/images/style/properties/2f684e25c1818743748fa2013d323103_images.jpg
299,31164,3,Boys,Apparel,Bottomwear,Jeans,Blue,Casual,Gini and Jony Boys Blue Jeans,31164.jpg,http://assets.myntassets.com/v1/images/style/properties/Gini-and-Jony-Boys-Blue-Jeans_e24d754117cb8671784fdd384f79cb57_images.jpg
299,38655,3,Men,Footwear,Shoes,Sports Shoes,White,Sports,Nike Men Air Impetus II White Sports Shoes,38655.jpg,http://assets.myntassets.com/v1/images/style/properties/9f6bc97599ce07ebdf3e1ee8452651fc_images.jpg
299,3160,2,Men,Footwear,Shoes,Sports Shoes,White,Sports,Nike Men's Dual Fusion White Shoe,3160.jpg,http://assets.myntassets.com/v1/images/style/properties/2647d08362ed75f3d01e78bad9f0b98f_images.jpg
299,24453,3,Men,Footwear,Shoes,Sports Shoes,Blue,Sports,Nike Men Free Run Blue Sports Shoes,24453.jpg,http://assets.myntassets.com/v1/images/style/properties/a6cfb0dfdce27e16b5ef4f5ef7e61c6c_images.jpg
299,35892,1,Boys,Apparel,Topwear,Tshirts,White,Casual,Jungle Book Boys Lucky White T-shirt,35892.jpg,http://assets.myntassets.com/v1/images/style/properties/d08dc8fd391c00f27388e2b3b2f0cce1_images.jpg
299,44497,1,Women,Footwear,Shoes,Casual Shoes,Brown,Casual,Gliders Women Brown Shoes,44497.jpg,http://assets.myntassets.com/v1/images/style/properties/4367696fd3f444bdc083be1a2988cef9_images.jpg
300,8385,3,Girls,Apparel,Topwear,Tshirts,Orange,Casual,Doodle Girl's Hippie Chic Orange Teen Kidswear,8385.jpg,http://assets.myntassets.com/v1/images/style/properties/68540a8389d1a4a474037492a3e8cf15_images.jpg
300,32847,3,Women,Footwear,Shoes,Heels,Beige,Casual,Grendha Women Romance Beige Flats,32847.jpg,http://assets.myntassets.com/v1/images/style/properties/4e361d1efd0359b10bdfb355f835ee4c_images.jpg
300,13676,3,Men,Footwear,Shoes,Sports Shoes,Silver,Sports,ADIDAS Men Titan Sports Shoes,13676.jpg,http://assets.myntassets.com/v1/images/style/properties/b14c8811b942eeb3756ab0a66af54f47_images.jpg
300,6447,3,Women,Footwear,Flip Flops,Flip Flops,Black,Casual,Lotto Women's Cross Color Black Pink Flip Flop,6447.jpg,http://assets.myntassets.com/v1/images/style/properties/51fa3d647626db62f8e1b2b22aee9dbd_images.jpg
300,33088,2,Women,Footwear,Shoes,Heels,Gold,Casual,Catwalk Women Gold Flats,33088.jpg,http://assets.myntassets.com/v1/images/style/properties/ca819fc95ae22193255179d3af2981ba_images.jpg
300,8366,3,Girls,Apparel,Topwear,Tshirts,Green,Casual,Doodle Girl's I Love My Bicycle Green Kidswear,8366.jpg,http://assets.myntassets.com/v1/images/style/properties/0b098d3228dc038d6e2d85b620382a91_images.jpg
301,47197,1,Men,Footwear,Sandal,Sandals,Black,Casual,Franco Leone Men Black Sandals,47197.jpg,http://assets.myntassets.com/v1/images/style/properties/4ecc18f38825a3c9b68201fe81ad3871_images.jpg
301,39910,1,Men,Footwear,Shoes,Sports Shoes,Blue,Sports,ADIDAS Men Blue & Red F10 Sports Shoes,39910.jpg,http://assets.myntassets.com/v1/images/style/properties/3c3bda51fa73d8d10ae31bdf79bcbbec_images.jpg
301,17670,2,Women,Footwear,Shoes,Heels,Black,Casual,Catwalk Women Fancy Black Heels,17670.jpg,http://assets.myntassets.com/v1/images/style/properties/bcefd303fd563b7f170ff17a0fa769ce_images.jpg
301,44725,1,Women,Footwear,Flip Flops,Flip Flops,Orange,Casual,Lotto Women Coral Elegant Flip Flops,44725.jpg,http://assets.myntassets.com/v1/images/style/properties/839c627c80dba9ac4412db3f35a52bb7_images.jpg
302,29176,2,Boys,Apparel,Bottomwear,Shorts,Khaki,Casual,United Colors of Benetton Boys Khaki Shorts,29176.jpg,http://assets.myntassets.com/v1/images/style/properties/0306ed2619dc70f26359986b5ed7a8a0_images.jpg
302,21838,3,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Chhota Bheem Kids Boys Bheem Expressions Yellow T-shirt,21838.jpg,http://assets.myntassets.com/v1/images/style/properties/2efd395f86e19cadd0bd57f45a51adbd_images.jpg
303,41866,3,Men,Footwear,Sandal,Sandals,Beige,Casual,Estd. 1977 Men Beige & Green Sandals,41866.jpg,http://assets.myntassets.com/v1/images/style/properties/7adfef9d7001cdcb9a58822c0c8b615f_images.jpg
303,26705,1,Women,Footwear,Shoes,Flats,Black,Casual,Nike Women Black Tenkay Shoes,26705.jpg,http://assets.myntassets.com/v1/images/style/properties/7aec29a0a89d8916f17052917776d1d0_images.jpg
303,35887,2,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Jungle Book Boys Mowgali Yellow T-shirt,35887.jpg,http://assets.myntassets.com/v1/images/style/properties/fa6ec7a5404534e4974d09a421ac2825_images.jpg
303,5575,2,Girls,Apparel,Bottomwear,Skirts,Green,Casual,Ant Kids Girl's Green Kidswear,5575.jpg,http://assets.myntassets.com/v1/images/style/properties/f2ec93a92dc6cc6c41e9442f3e1f7d7a_images.jpg
303,15046,1,Boys,Apparel,Topwear,Sweatshirts,Red,Casual,ADIDAS Kids Boys Solid Red Sweatshirts,15046.jpg,http://assets.myntassets.com/v1/images/style/properties/1f6cbea90a618653b74916ff5d6b1e0b_images.jpg
303,41985,1,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Gini and Jony Boys Under The SunYellow T-shirt,41985.jpg,http://assets.myntassets.com/v1/images/style/properties/f85a000cb1db854b5a9ab51df4bdaf25_images.jpg
304,40938,2,Girls,Apparel,Topwear,Tops,Magenta,Casual,Gini and Jony Girls Nautical Blues Magenta Top,40938.jpg,http://assets.myntassets.com/v1/images/style/properties/645760cc3bc8c146e0ece082e459f815_images.jpg
304,34520,1,Women,Footwear,Shoes,Flats,Purple,Casual,ADIDAS Women Ballerina Purple Shoes,34520.jpg,http://assets.myntassets.com/v1/images/style/properties/d3e8a4371a3a752c5717c89e1437c6a6_images.jpg
304,39987,2,Men,Footwear,Shoes,Casual Shoes,Blue,Casual,Gas Men Europa Blue Shoes,39987.jpg,http://assets.myntassets.com/v1/images/style/properties/de3bcbc7fc0f6e4ad83fa6c9a3ce89b8_images.jpg
304,14462,3,Women,Footwear,Shoes,Heels,Gold,Casual,Enroute Women Casual Gold Peep Toes,14462.jpg,http://assets.myntassets.com/v1/images/style/properties/0891eaff0d01d7d8bc0dcc90b1e081ee_images.jpg
305,37531,1,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Madagascar3 Infant Boys Lemon Yellow T-Shirt,37531.jpg,http://assets.myntassets.com/v1/images/style/properties/f57d9a824b42341d4615141ec82c43d8_images.jpg
305,38249,1,Boys,Apparel,Topwear,Tshirts,Red,Casual,Ben 10 Boys Red Printed T-shirt,38249.jpg,http://assets.myntassets.com/v1/images/style/properties/91b690cee7977353b5fa29ae56bf22d4_images.jpg
305,6446,3,Men,Footwear,Shoes,Casual Shoes,Grey,Casual,Lotto Men's Calcetto Grey Shoe,6446.jpg,http://assets.myntassets.com/v1/images/style/properties/e6e6d7fee7b7aa20fb5bf93e9f340890_images.jpg
305,27225,1,Girls,Apparel,Dress,Dresses,Pink,Casual,Doodle Girls Printed Pink Dress,27225.jpg,http://assets.myntassets.com/v1/images/style/properties/f5b8cd2374234a263ca6bed01bbc9e9c_images.jpg
305,21858,3,Boys,Apparel,Topwear,Tshirts,Navy Blue,Casual,Chhota Bheem Kids Boys I Like to Paint Navy Blue T-shirt,21858.jpg,http://assets.myntassets.com/v1/images/style/properties/6896029ac8a4675b95b61834a1171e74_images.jpg
305,39206,2,Women,Footwear,Shoes,Heels,Beige,Casual,Catwalk Women Beige Heels,39206.jpg,http://assets.myntassets.com/v1/images/style/properties/f4f6d8ee9b34bad85c9f63d783e9ab70_images.jpg
305,41236,3,Girls,Apparel,Bottomwear,Capris,Black,Casual,Gini and Jony Kids Girls Black Capris,41236.jpg,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Boys-Black-Capris_afea5f6fa81b39cb66895392092f8695_images.jpg
306,4212,1,Girls,Apparel,Topwear,Tshirts,Yellow,Casual,Disney Kids Girl's Yellow Kidswear,4212.jpg,http://assets.myntassets.com/v1/images/style/properties/fb7495739318639c7424e132c284a62b_images.jpg
306,26624,1,Women,Footwear,Shoes,Sports Shoes,Purple,Sports,Puma Women Bodytrain Purple Sports Shoes,26624.jpg,http://assets.myntassets.com/v1/images/style/properties/6e3a89f22b6afb6c205096feb38bb722_images.jpg
307,11511,2,Women,Footwear,Shoes,Flats,Gold,Casual,Catwalk Women Lifestyle Gold Toned Ballerinas,11511.jpg,http://assets.myntassets.com/v1/images/style/properties/09f49fced9f3a34e970cca2e5023d775_images.jpg
307,37188,3,Boys,Apparel,Topwear,Tshirts,Red,Casual,United Colors of Benetton Boys Printed Red T-shirt,37188.jpg,http://assets.myntassets.com/v1/images/style/properties/3bb61f369f7a74dcb30c02710c4ba361_images.jpg
307,3853,2,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Disney Kids Girl's Pink Daisy and Squirrel Kidswear,3853.jpg,http://assets.myntassets.com/v1/images/style/properties/a85baa1bed5c1a6143343a649ddc2e44_images.jpg
307,9118,2,Women,Footwear,Shoes,Sports Shoes,Silver,Sports,Puma Women Axis Silver Sports Shoes,9118.jpg,http://assets.myntassets.com/v1/images/style/properties/a1348b59213b19dbb201dcb67ab0a542_images.jpg
307,5696,1,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,Skechers Men Genesis Brown Shoe,5696.jpg,http://assets.myntassets.com/v1/images/style/properties/c72fec8d51ffe8aee9e80316ced621ff_images.jpg
308,39547,3,Men,Footwear,Flip Flops,Flip Flops,Red,Casual,Numero Uno Men Red Flip Flops,39547.jpg,http://assets.myntassets.com/v1/images/style/properties/1c648c96a3ef7fd021e5a6462601af0b_images.jpg
308,39896,1,Women,Footwear,Shoes,Sports Shoes,Blue,Sports,ADIDAS Women Blue Adi Light Sports Shoes,39896.jpg,http://assets.myntassets.com/v1/images/style/properties/8fc4779b44539f061e75c27b4c7554c8_images.jpg
308,10632,2,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,Carlton London Men Brown Shoes,10632.jpg,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Men-CL-semi-cas-Brown-Casual-Shoes_a9d0af87aa3dcfaeee65b44432de7fea_images.jpg
308,4728,3,Boys,Apparel,Topwear,Tshirts,Navy Blue,Casual,Disney Kids Boy's Crew Sea Life Sialing Navy Teen Kidswear,4728.jpg,http://assets.myntassets.com/v1/images/style/properties/f6b7fdf34bbea8bb189ae919e600c1ec_images.jpg
308,31446,2,Boys,Apparel,Topwear,Tshirts,Green,Sports,Nike Boys Running Green Jersey,31446.jpg,http://assets.myntassets.com/v1/images/style/properties/5d8898ee3cc4ea45ab228a581413bee9_images.jpg
308,35875,1,Boys,Apparel,Topwear,Tshirts,Blue,Casual,Marvel Boys Comics Blue T-shirt,35875.jpg,http://assets.myntassets.com/v1/images/style/properties/54614d5aee42454e48d4cb29aced6c6d_images.jpg
308,5291,2,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Lee Cooper Men Black Semi Formal Shoe,5291.jpg,http://assets.myntassets.com/v1/images/style/properties/f9e6c0170eadb83b2f0c082b457548a2_images.jpg
309,8326,3,Boys,Apparel,Topwear,Tshirts,Green,Casual,Doodle Boy's Stripper Green Kidswear,8326.jpg,http://assets.myntassets.com/v1/images/style/properties/a751858b30c5e55904b3dc017c38f9af_images.jpg
309,6424,1,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Casual,Lotto Men's Tennis Mule Navy Blue Flip Flop,6424.jpg,http://assets.myntassets.com/v1/images/style/properties/d009623b103d388d2b799d03752746aa_images.jpg
309,50723,2,Girls,Apparel,Dress,Dresses,Blue,Casual,Doodle Girls Blue Printed Dress,50723.jpg,http://assets.myntassets.com/v1/images/style/properties/9fa6bd6c5b841804bdee04460ee934de_images.jpg
309,26704,2,Men,Footwear,Shoes,Sports Shoes,White,Sports,Nike Men White T-Lite 9 SL Shoes,26704.jpg,http://assets.myntassets.com/v1/images/style/properties/c0a8afcb96adb60a55fcb4748bd21364_images.jpg
309,23847,1,Men,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Men White Duramo 3 Sports Shoes,23847.jpg,http://assets.myntassets.com/v1/images/style/properties/8b1c19f33a7ab230c7b37aa9e6996f71_images.jpg
309,56905,3,Women,Footwear,Shoes,Heels,Black,Casual,HM Women Black Flats,56905.jpg,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Black-Sandals_e2e64b32a0bce3acb86914766aaa71e1_images.jpg
309,37550,3,Girls,Apparel,Socks,Booties,Green,Casual,Madagascar 3 Infant Girls Light Green Booties,37550.jpg,http://assets.myntassets.com/v1/images/style/properties/892734f1ce7baef6ffced2edf9763489_images.jpg
310,36315,1,Boys,Apparel,Topwear,Tshirts,Red,Casual,Mr.Men Boys Just Looking Red T-shirt,36315.jpg,http://assets.myntassets.com/v1/images/style/properties/f5b0a40b729c672816a3f39d2795a804_images.jpg
310,33536,3,Women,Footwear,Shoes,Heels,Brown,Casual,Cobblerz Women Brown & Beige Pumps,33536.jpg,http://assets.myntassets.com/v1/images/style/properties/fa12b8d6cad5dd94d05201aa58626df7_images.jpg
310,11947,3,Men,Footwear,Sandal,Sandals,Olive,Casual,Ganuchi Men Casual Olive Sandals,11947.jpg,http://assets.myntassets.com/v1/images/style/properties/464879391de4e1a7b881dad3b7bd83a8_images.jpg
310,50741,2,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Red Chief Men Black Shoes,50741.jpg,http://assets.myntassets.com/v1/images/style/properties/2dba90668d61bd7dd5e25a02d7612ee3_images.jpg
310,3902,2,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Disney Kids Girl's Minnie And Daisy Pink Kidswear,3902.jpg,http://assets.myntassets.com/v1/images/style/properties/2fd473b0c70793f5f7a5278c1d98de70_images.jpg
310,15573,2,Boys,Apparel,Topwear,Tshirts,White,Casual,Chhota Bheem Kids Boys Main Hoon Bheem TShirt,15573.jpg,http://assets.myntassets.com/v1/images/style/properties/231276992e9264fce31beea56396f9a5_images.jpg
310,17685,2,Women,Footwear,Shoes,Heels,Multi,Casual,Catwalk Women Assorted Multi Heels,17685.jpg,http://assets.myntassets.com/v1/images/style/properties/8043181821c357c10e26693f858376a8_images.jpg
312,9110,1,Women,Footwear,Shoes,Sports Shoes,Black,Sports,Puma Women Faas 300 Black Sports Shoes,9110.jpg,http://assets.myntassets.com/v1/images/style/properties/da34b24c3a7a24df5721c6ec261f8f71_images.jpg
312,36001,2,Boys,Apparel,Topwear,Tshirts,Orange,Casual,Ben 10 Boys Crew Orange T-shirt,36001.jpg,http://assets.myntassets.com/v1/images/style/properties/b5a6cb3e18d9562439158c2500fd5795_images.jpg
312,44497,2,Women,Footwear,Shoes,Casual Shoes,Brown,Casual,Gliders Women Brown Shoes,44497.jpg,http://assets.myntassets.com/v1/images/style/properties/4367696fd3f444bdc083be1a2988cef9_images.jpg
312,26623,3,Women,Footwear,Shoes,Sports Shoes,Black,Sports,Puma Women BodyTrain Mesh Grid Black Sports Shoes,26623.jpg,http://assets.myntassets.com/v1/images/style/properties/8916649f568b9dedda640abaf48e9adb_images.jpg
313,26554,1,Men,Footwear,Shoes,Casual Shoes,Blue,Casual,ID Men Blue Shoes,26554.jpg,http://assets.myntassets.com/v1/images/style/properties/f49e87ba6c03e16135b2e79da78dc5b8_images.jpg
313,40132,1,Boys,Apparel,Topwear,Shirts,Red,Casual,Gini and Jony Boys Authentic Red Shirt,40132.jpg,http://assets.myntassets.com/v1/images/style/properties/38e2fcfbeaa8a8950f0eb50f13120800_images.jpg
313,12846,1,Boys,Apparel,Topwear,Tshirts,Grey,Casual,Ant Kids Boys Rock Grey Tshirts,12846.jpg,http://assets.myntassets.com/v1/images/style/properties/aa519529eccfaeec5964c8f375b21100_images.jpg
313,34050,3,Boys,Apparel,Topwear,Shirts,Maroon,Casual,Gini and Jony Boys Maroon Shirt,34050.jpg,http://assets.myntassets.com/v1/images/style/properties/b821959352dc1bdd846d914073c646ae_images.jpg
313,34031,1,Boys,Apparel,Topwear,Shirts,Blue,Casual,Gini and Jony Boys Check Blue Shirt,34031.jpg,http://assets.myntassets.com/v1/images/style/properties/0f5f0082a3413804e4f2adc80d59a3bb_images.jpg
313,22536,2,Men,Footwear,Shoes,Casual Shoes,Green,Casual,Gas Men Skate Green Casual Shoes,22536.jpg,http://assets.myntassets.com/v1/images/style/properties/9158e03588d188017e4ea8a8f45c2d5a_images.jpg
313,24914,2,Boys,Apparel,Topwear,Tshirts,Green,Casual,United Colors of Benetton Kids Boys Green Printed T-shirt,24914.jpg,http://assets.myntassets.com/v1/images/style/properties/938ea072235ee4f54ebf9b18d1716d8f_images.jpg
313,13563,2,Women,Footwear,Shoes,Casual Shoes,Black,Casual,Nike Black Flyclave Casual Shoe,13563.jpg,http://assets.myntassets.com/v1/images/style/properties/447f7b8955f570a16e4a746b3423de40_images.jpg
314,56960,3,Women,Footwear,Shoes,Heels,Yellow,Casual,HM Women Yellow Flats,56960.jpg,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Yellow-Sandals_39f905e3fc1b8596e6d9f074530f351b_images.jpg
314,31126,3,Girls,Apparel,Dress,Dresses,White,Casual,Gini and Jony Girls White Dress,31126.jpg,http://assets.myntassets.com/v1/images/style/properties/97c4ba68f6dd479533fd38fa8224ebf9_images.jpg
314,37583,2,Girls,Apparel,Topwear,Rompers,Pink,Casual,Madagascar3 Infant Girls Pink Snapsuit Romper,37583.jpg,http://assets.myntassets.com/v1/images/style/properties/0a1e68148e5bccdf6d887e3dca19a0f1_images.jpg
314,13360,2,Women,Footwear,Shoes,Casual Shoes,Brown,Casual,Timberland Women Femmes Brown Boot,13360.jpg,http://assets.myntassets.com/v1/images/style/properties/25f4bbfce59c7d56a07115e40a443c6a_images.jpg
314,37266,3,Girls,Apparel,Dress,Dresses,Navy Blue,Casual,United Colors of Benetton Girls Printed Navy Blue Dress,37266.jpg,http://assets.myntassets.com/v1/images/style/properties/d56f47e904d32b42670fe0eb3a51a663_images.jpg
314,38497,1,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Palm Tree Boys Yellow T-shirt,38497.jpg,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Boys-Yellow-T-shirt_a20f1be4b349028cf36d90a5edd735af_images.jpg
315,16154,3,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Enroute Men Leather Black Formal Shoes,16154.jpg,http://assets.myntassets.com/v1/images/style/properties/1e1ddab59626e99f7163c2c8c20743b6_images.jpg
315,45347,3,Women,Footwear,Shoes,Heels,Beige,Casual,Cobblerz Women Beige Sandals,45347.jpg,http://assets.myntassets.com/v1/images/style/properties/13c3c7e7a889d88aafb4a3b6cdfd25bb_images.jpg
315,37523,2,Boys,Apparel,Topwear,Rompers,Yellow,Casual,Madagascar3 Infant Boys Lemon Yellow Snapsuit Romper,37523.jpg,http://assets.myntassets.com/v1/images/style/properties/5a08546e02ee85494c8940e0fe8a3a3a_images.jpg
315,40777,1,Men,Footwear,Flip Flops,Flip Flops,White,Casual,Quiksilver Men White Flip Flops,40777.jpg,http://assets.myntassets.com/v1/images/style/properties/dffb0b14b097c0d2b7c4aad14181b055_images.jpg
315,43683,3,Girls,Apparel,Topwear,Tops,Blue,Casual,Doodle Girls Printed Blue Top,43683.jpg,http://assets.myntassets.com/v1/images/style/properties/4ad10fcc757363792980154c94fb4e17_images.jpg
315,8417,3,Girls,Apparel,Topwear,Tshirts,Yellow,Casual,Doodle Girl's Saturday 24Am Yellow Teen Kidswear,8417.jpg,http://assets.myntassets.com/v1/images/style/properties/8f0f630e0959eb754af3a8819343b90e_images.jpg
315,40784,3,Men,Footwear,Flip Flops,Flip Flops,Blue,Casual,Quiksilver Men Blue Flip Flops,40784.jpg,http://assets.myntassets.com/v1/images/style/properties/0a9e2c771bc3ab2945ea36a09c06418d_images.jpg
316,2618,1,Women,Footwear,Shoes,Flats,Silver,Casual,Carlton London Women Silver Wedge Sandal,2618.jpg,http://assets.myntassets.com/v1/images/style/properties/1133e704c0d02e19ac7b09685788aa40_images.jpg
316,23500,1,Men,Footwear,Shoes,Sports Shoes,White,Sports,FILA Men Hostile White Sports Shoes,23500.jpg,http://assets.myntassets.com/v1/images/style/properties/0734fd1f8aea4117ff2f3810a8d7d30b_images.jpg
316,15268,2,Women,Footwear,Shoes,Casual Shoes,Purple,Casual,ADIDAS Originals Women Rekapi Purple Casual Shoes,15268.jpg,http://assets.myntassets.com/v1/images/style/properties/940f1a66a6bab802829dad90513ec1f7_images.jpg
317,5570,3,Girls,Apparel,Dress,Dresses,Grey,Casual,Ant Kids Girl's Sleeveless With Flower Print Kidswear,5570.jpg,http://assets.myntassets.com/v1/images/style/properties/0f3fde0541471c4ce29052eb40ed4d5d_images.jpg
318,39600,3,Women,Footwear,Shoes,Heels,Black,Casual,Catwalk Women Black Wedges,39600.jpg,http://assets.myntassets.com/v1/images/style/properties/c0e329d5a84f77312dbe81a2f56f5d77_images.jpg
318,26538,1,Men,Footwear,Shoes,Casual Shoes,Red,Casual,ID Men Red Shoes,26538.jpg,http://assets.myntassets.com/v1/images/style/properties/6a6ebc47eaf2fe034bcfd94060a285ba_images.jpg
319,34857,1,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Vans Men Classic Slip-On Black Shoes,34857.jpg,http://assets.myntassets.com/v1/images/style/properties/0e41c416bc349faead7ebe8851e1a398_images.jpg
319,28638,2,Men,Footwear,Shoes,Sports Shoes,White,Sports,Nike Men Dart 9 Leather White Sports Shoes,28638.jpg,http://assets.myntassets.com/v1/images/style/properties/6a1362c08e876980c17a99de4aa7fd92_images.jpg
319,25520,1,Girls,Apparel,Topwear,Tops,White,Casual,Doodle Kids Girls City Chic White Top,25520.jpg,http://assets.myntassets.com/v1/images/style/properties/416f7bd57546242fd72a817de0d517e5_images.jpg
319,24250,1,Men,Footwear,Shoes,Casual Shoes,White,Casual,Numero Uno Men White Casual Shoes,24250.jpg,http://assets.myntassets.com/v1/images/style/properties/ff82e800185f09437bdd38606dbd4ec6_images.jpg
319,8574,3,Women,Footwear,Sandal,Sandals,Pink,Casual,Crocs Dora Boots Pink Sandals,8574.jpg,http://assets.myntassets.com/v1/images/style/properties/0be6693dafb4261645b22c6e9e7e67f4_images.jpg
319,33272,2,Girls,Apparel,Bottomwear,Capris,Pink,Casual,Gini & Jony Girls Pink Pedal Pusher,33272.jpg,http://assets.myntassets.com/v1/images/style/properties/796dd7cad495afb6d1bb04bc035f3d38_images.jpg
319,33524,1,Women,Footwear,Shoes,Casual Shoes,Red,Casual,Cobblerz Women Red Shoes,33524.jpg,http://assets.myntassets.com/v1/images/style/properties/6a1883f3c0d2221c9f0a4f5e01cd8975_images.jpg
320,3558,1,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,Skechers Men's Brown Casual Lifestyle Shoe,3558.jpg,http://assets.myntassets.com/v1/images/style/properties/3b05935a6cb549695767b9ad514af8b0_images.jpg
320,15044,2,Boys,Apparel,Topwear,Tshirts,Yellow,Sports,ADIDAS Kids Boys Printed Yellow Tshirts,15044.jpg,http://assets.myntassets.com/v1/images/style/properties/e9f121f8ff86c0d5507b9397090a1e13_images.jpg
320,9055,2,Men,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Men Adi Fiero M White Sports Shoes,9055.jpg,http://assets.myntassets.com/v1/images/style/properties/4bb5e5a5167ab8b31d0c128728752a05_images.jpg
320,6674,2,Women,Footwear,Shoes,Sports Shoes,Black,Sports,Nike Women Lunar Swift Black Shoe,6674.jpg,http://assets.myntassets.com/v1/images/style/properties/0c23892a5d8b79abd7441d5e9fcb921f_images.jpg
320,47641,1,Women,Footwear,Shoes,Casual Shoes,Cream,Casual,Carlton London Women Cream Shoes,47641.jpg,http://assets.myntassets.com/v1/images/style/properties/8d1865d347e1a2ef412f86c64afda164_images.jpg
320,11511,2,Women,Footwear,Shoes,Flats,Gold,Casual,Catwalk Women Lifestyle Gold Toned Ballerinas,11511.jpg,http://assets.myntassets.com/v1/images/style/properties/09f49fced9f3a34e970cca2e5023d775_images.jpg
320,23882,1,Men,Footwear,Shoes,Sports Shoes,Grey,Sports,Fila Men Destiny Grey Sports Shoes,23882.jpg,http://assets.myntassets.com/v1/images/style/properties/498da65eeee9a23f2049449258384d55_images.jpg
321,28607,1,Men,Footwear,Shoes,Sports Shoes,White,Sports,Nike Men Dart VII White Sports Shoes,28607.jpg,http://assets.myntassets.com/v1/images/style/properties/6c0b08ce2249c0eab0c8d3f90514f780_images.jpg
321,34036,3,Boys,Apparel,Topwear,Shirts,Blue,Casual,Palm Tree Boys Check Blue Shirt,34036.jpg,http://assets.myntassets.com/v1/images/style/properties/17d5cdd77de6f87ee2451b98f3466d88_images.jpg
321,3567,3,Men,Footwear,Shoes,Sports Shoes,Silver,Sports,ADIDAS Men's Silver White Running Shoe,3567.jpg,http://assets.myntassets.com/v1/images/style/properties/7210fc2b108553e1603a5ba8d5dcf0e5_images.jpg
