index,ProductId,Gender,Category,SubCategory,ProductType,Colour,Usage,ProductTitle,Image,ImageURL,CustomerId
154,8415,Girls,Apparel,Topwear,Tshirts,White,Casual,Doodle Girl's Hippie Chic White Teen Kidswear,8415.jpg,http://assets.myntassets.com/v1/images/style/properties/195a46e99bd3c51e2f88fe777e23bdf4_images.jpg,230
1878,54542,Men,Footwear,Shoes,Sports Shoes,White,Sports,F Sports Men White Hurricane Sports Shoes,54542.jpg,http://assets.myntassets.com/v1/images/style/properties/F-Sports-Men-White-Hurricane-Sports-Shoes_42056340c92493a9c33526f3b1602fc4_images.jpg,128
1635,1653,Men,Footwear,Shoes,Sports Shoes,Brown,Sports,Reebok Men's Ventilator Ubiq Shoe,1653.jpg,http://assets.myntassets.com/v1/images/style/properties/349e9cdd07258c3f4254065dcad69c3e_images.jpg,112
1597,37246,Men,Footwear,Shoes,Casual Shoes,Charcoal,Casual,United Colors of Benetton Men Charcoal Shoes,37246.jpg,http://assets.myntassets.com/v1/images/style/properties/1145142948361b0a1e1fbf5a6012c594_images.jpg,722
2243,33088,Women,Footwear,Shoes,Heels,Gold,Casual,Catwalk Women Gold Flats,33088.jpg,http://assets.myntassets.com/v1/images/style/properties/ca819fc95ae22193255179d3af2981ba_images.jpg,183
2340,26702,Women,Footwear,Shoes,Sports Shoes,White,Sports,Nike Women White Court Shuttle Shoes,26702.jpg,http://assets.myntassets.com/v1/images/style/properties/Nike-Women-White-Court-Shuttle-Shoes_3ac38700241aae9bb9348ffc33d425d8_images.jpg,573
1485,50748,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,Red Chief Men Brown Shoes,50748.jpg,http://assets.myntassets.com/v1/images/style/properties/e41f0a7951b6a61de757754f91dde135_images.jpg,1
21,33271,Girls,Apparel,Bottomwear,Skirts,Red,Casual,Gini and Jony Girls Red Skirt,33271.jpg,http://assets.myntassets.com/v1/images/style/properties/87725859164f90b1c366659f2f381238_images.jpg,468
431,3896,Girls,Apparel,Bottomwear,Skirts,Blue,Casual,Disney Kids Girl's Denim Minnie Dark Blue Skirt,3896.jpg,http://assets.myntassets.com/v1/images/style/properties/614c9a59da5280c623d964f4457516f0_images.jpg,948
259,8365,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Doodle Girl's Happy Smiles Pink Kidswear,8365.jpg,http://assets.myntassets.com/v1/images/style/properties/f9a314789c1af8058558443d30349923_images.jpg,106
1724,49469,Men,Footwear,Shoes,Casual Shoes,Maroon,Casual,Vans Men Maroon Vulcanized Canvas Shoes,49469.jpg,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Maroon-Vulcanized-Canvas-Shoes_720f0b25cb5299caf59f50ea424432a4_images.jpg,461
2344,24409,Women,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Women White & Grey Vanquish Sports Shoes,24409.jpg,http://assets.myntassets.com/v1/images/style/properties/3fc3eb1cb8025a4db14a3f953a3a3def_images.jpg,511
2203,27080,Women,Footwear,Shoes,Heels,Silver,Casual,Catwalk Women Silver Flats,27080.jpg,http://assets.myntassets.com/v1/images/style/properties/e1fc1c55ab477c25864c495c536e30a8_images.jpg,281
2232,54145,Women,Footwear,Shoes,Heels,Brown,Casual,Rocia Women Brown Flats,54145.jpg,http://assets.myntassets.com/v1/images/style/properties/Rocia-Women-Brown-Sandals_ecbfd31801ed7f8daffc1fcecb3f94f1_images.jpg,165
741,41748,Boys,Apparel,Topwear,Tshirts,Green,Casual,Doodle Boys Stripes Green T-shirt,41748.jpg,http://assets.myntassets.com/v1/images/style/properties/7c24d49532b50002fe859eb9afd56b63_images.jpg,355
953,38247,Boys,Apparel,Topwear,Tshirts,Blue,Casual,Batman Boys Blue Printed T-shirt,38247.jpg,http://assets.myntassets.com/v1/images/style/properties/dd125811763acfec4f4d983b229dea41_images.jpg,989
2829,40483,Women,Footwear,Shoes,Sports Shoes,Pink,Sports,Fila Women Pink Speed Lite Sports Shoes,40483.jpg,http://assets.myntassets.com/v1/images/style/properties/2f42816467db2e50cd291cb08eb326f1_images.jpg,32
1546,44747,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Globalite Men Black Sparta Shoes,44747.jpg,http://assets.myntassets.com/v1/images/style/properties/32b930343fffe258bcdf6ab9363bb24e_images.jpg,270
246,40990,Girls,Apparel,Topwear,Tops,White,Casual,Palm Tree Girls Milan White Top,40990.jpg,http://assets.myntassets.com/v1/images/style/properties/b1ded201036aaff1bea218de976c6893_images.jpg,670
713,33138,Boys,Apparel,Topwear,Shirts,White,Casual,Palm Tree Boys Check White Shirt,33138.jpg,http://assets.myntassets.com/v1/images/style/properties/7121adf03942d308ad088045301957a2_images.jpg,580
1706,28653,Men,Footwear,Shoes,Sports Shoes,Black,Sports,Nike Men Air Max Quarter Black Sports Shoes,28653.jpg,http://assets.myntassets.com/v1/images/style/properties/c8b170a1d0ddd0a42661ea8b20244c99_images.jpg,973
1670,35712,Men,Footwear,Shoes,Sports Shoes,Grey,Sports,Nike Men Dual Fusion TR III Grey Sports Shoes,35712.jpg,http://assets.myntassets.com/v1/images/style/properties/20350a3f6fcaf11905c3609af9ec92a4_images.jpg,857
794,15046,Boys,Apparel,Topwear,Sweatshirts,Red,Casual,ADIDAS Kids Boys Solid Red Sweatshirts,15046.jpg,http://assets.myntassets.com/v1/images/style/properties/1f6cbea90a618653b74916ff5d6b1e0b_images.jpg,794
2346,17841,Women,Footwear,Shoes,Sports Shoes,White,Sports,Nike Women City Court White Sports Shoe,17841.jpg,http://assets.myntassets.com/v1/images/style/properties/Nike-Women-City-Court-White-Sports-Shoe_7797af7182c0dbc92a9d0328ef4b61d2_images.jpg,312
2407,36136,Women,Footwear,Shoes,Sports Shoes,Green,Sports,Nike Women Free Run+ 3 Green Sports Shoes,36136.jpg,http://assets.myntassets.com/v1/images/style/properties/1e1af9c8b81a18f452f50062161ff3d7_images.jpg,444
1671,15315,Men,Footwear,Shoes,Sports Shoes,Black,Sports,ADIDAS Men Eqt Nitro Fashion Black Sports Shoes,15315.jpg,http://assets.myntassets.com/v1/images/style/properties/647fa9a687c2975ac72e2071b48f627f_images.jpg,938
1095,48256,Boys,Apparel,Topwear,Tshirts,Navy Blue,Casual,The Amazing Spiderman Boys Navy Blue T-shirt,48256.jpg,http://assets.myntassets.com/v1/images/style/properties/The-Amazing-Spiderman-Boys-Navy-Blue-T-shirt_0687dd38f50679680828a4783a7c1667_images.jpg,269
487,38337,Girls,Apparel,Topwear,Tops,Yellow,Casual,Mr. Men Little Miss Girls Yellow Top,38337.jpg,http://assets.myntassets.com/v1/images/style/properties/e73fac346743a1acea3e12305851bc5a_images.jpg,809
2784,46335,Women,Footwear,Shoes,Sports Shoes,Black,Sports,Reebok Women Black Zignano Race Sports Shoes,46335.jpg,http://assets.myntassets.com/v1/images/style/properties/72ce7a433382bc1ece6a6c162ecf2613_images.jpg,587
1416,10634,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Carlton London Men Black Oxford Wingtip Brogues,10634.jpg,http://assets.myntassets.com/v1/images/style/properties/f1d954cfacfc79f32325794d43b6c3a0_images.jpg,440
1227,36746,Boys,Apparel,Apparel Set,Clothing Set,White,Casual,Mr.Men Boys Weeee!! White Clothing Set,36746.jpg,http://assets.myntassets.com/v1/images/style/properties/5996a6b1227847b212b3004aaeadbca1_images.jpg,603
1479,24259,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Casual,Numero Uno Men Navy Blue Shoes,24259.jpg,http://assets.myntassets.com/v1/images/style/properties/409871b3e6186c220fab46f5d2b90c7c_images.jpg,227
1909,15314,Men,Footwear,Shoes,Sports Shoes,White,Sports,ADIDAS Men Ranger White Sports Shoes,15314.jpg,http://assets.myntassets.com/v1/images/style/properties/6c9cf98f7b982edd225753d9cd2d4cd0_images.jpg,809
1858,21181,Men,Footwear,Flip Flops,Flip Flops,Yellow,Casual,ADIDAS Men Adi Stars Tread Yellow Flip Flops,21181.jpg,http://assets.myntassets.com/v1/images/style/properties/fc8aa316b1055183689cf6f1487f911a_images.jpg,70
2617,44497,Women,Footwear,Shoes,Casual Shoes,Brown,Casual,Gliders Women Brown Shoes,44497.jpg,http://assets.myntassets.com/v1/images/style/properties/4367696fd3f444bdc083be1a2988cef9_images.jpg,518
1710,11983,Men,Footwear,Shoes,Sports Shoes,Black,Sports,FILA Men Dls Circuit 2 Black Sports Shoes,11983.jpg,http://assets.myntassets.com/v1/images/style/properties/a018ed2ebe20c7f8628dada209e42057_images.jpg,252
966,36318,Boys,Apparel,Topwear,Tshirts,Red,Casual,Mr. Men Boys Mr. Bump Red T-shirt,36318.jpg,http://assets.myntassets.com/v1/images/style/properties/5b34b4282c2e3438d8dd4bf7f8587479_images.jpg,685
1723,22958,Men,Footwear,Shoes,Sports Shoes,White,Sports,Reebok Men White Acciomax Sports Shoes,22958.jpg,http://assets.myntassets.com/v1/images/style/properties/dac3290ff5092903b72d3043e293a9f6_images.jpg,840
2373,45408,Women,Footwear,Shoes,Flats,Beige,Casual,Rocia Women Beige & Brown Sandals,45408.jpg,http://assets.myntassets.com/v1/images/style/properties/fccc4ca2fcce00803d7628ed5c259fbc_images.jpg,987
1811,10635,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Carlton London Men Semi oxfords Black Casual Shoes,10635.jpg,http://assets.myntassets.com/v1/images/style/properties/412580b9038a38e27506054eac80a836_images.jpg,236
400,30728,Girls,Apparel,Bottomwear,Salwar,Orange,Ethnic,Fabindia Girls Orange Mangalgiri Salwar,30728.jpg,http://assets.myntassets.com/v1/images/style/properties/9a1ad2d93bc7dd5a810d10f9d9b5aaf6_images.jpg,302
868,35997,Boys,Apparel,Topwear,Tshirts,Black,Casual,Ben 10 Boys Crew Black T-shirt,35997.jpg,http://assets.myntassets.com/v1/images/style/properties/c2c947285e0ca59fdeb62af57a0bbd09_images.jpg,664
495,16805,Girls,Apparel,Bottomwear,Skirts,Black,Casual,ANT Kids Girls Printed Black Skirt,16805.jpg,http://assets.myntassets.com/v1/images/style/properties/67808521d25ccb25b0378cf3329c37bc_images.jpg,290
232,37637,Girls,Apparel,Topwear,Tshirts,Teal,Casual,Madagascar3 Girls Teal Printed T-Shirt,37637.jpg,http://assets.myntassets.com/v1/images/style/properties/d7d3b44fb44df0d1253cdac70d77d6a4_images.jpg,993
1467,26536,Men,Footwear,Shoes,Casual Shoes,White,Casual,ID Men White Shoes,26536.jpg,http://assets.myntassets.com/v1/images/style/properties/9bbb0a99f2262993b7b659959fbcf3bc_images.jpg,700
1757,15518,Men,Footwear,Shoes,Casual Shoes,Grey,Casual,Rockport Men Slatkin Grey Casual Shoes,15518.jpg,http://assets.myntassets.com/v1/images/style/properties/44f874fe55936fec7c0fe8679d435344_images.jpg,56
771,43696,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Doodle Boys Printed Yellow T-shirt,43696.jpg,http://assets.myntassets.com/v1/images/style/properties/376d43b320f3a84d9bc7157e53b31d7b_images.jpg,194
1948,26555,Men,Footwear,Shoes,Casual Shoes,Black,Casual,ID Men Black & Purple Shoes,26555.jpg,http://assets.myntassets.com/v1/images/style/properties/6835350fa996308624b38edefa6f401e_images.jpg,860
1659,1654,Men,Footwear,Shoes,Sports Shoes,White,Sports,Reebok Men's Frisker LP Shoe,1654.jpg,http://assets.myntassets.com/v1/images/style/properties/271493f761fcb4583542bad929fb3d99_images.jpg,614
1542,22131,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Provogue Men Black Formal Shoes,22131.jpg,http://assets.myntassets.com/v1/images/style/properties/158c6b88bfcd1176eb8c4497a6ac8c86_images.jpg,676
1747,26530,Men,Footwear,Shoes,Casual Shoes,Purple,Casual,Gas Men Aishley Greyish Purple Casual Shoes,26530.jpg,http://assets.myntassets.com/v1/images/style/properties/fa0b8460a26ccca6d24d819a7fd5b168_images.jpg,678
2325,43950,Women,Footwear,Shoes,Flats,Beige,Casual,Catwalk Women Beige Shoes,43950.jpg,http://assets.myntassets.com/v1/images/style/properties/a401f14b06a8768cd3c6d6ad1e6ae84e_images.jpg,799
1812,17410,Men,Footwear,Shoes,Sports Shoes,White,Sports,Lotto Men Atlantica White Sports Shoe,17410.jpg,http://assets.myntassets.com/v1/images/style/properties/082147936cb571867ca64b0d078f659d_images.jpg,350
1425,11971,Men,Footwear,Shoes,Sports Shoes,White,Sports,Fila Men Glow White Sports Shoes,11971.jpg,http://assets.myntassets.com/v1/images/style/properties/ab1fe16c66350052ecb0ade9502ebcca_images.jpg,283
1331,3168,Men,Footwear,Shoes,Sports Shoes,White,Sports,Nike Men's Incinerate MSL White Blue Shoe,3168.jpg,http://assets.myntassets.com/v1/images/style/properties/4eff2353c62ec8b7bca9fbbaf5996bd2_images.jpg,621
1894,31949,Men,Footwear,Shoes,Sports Shoes,White,Sports,Nike Men Zoom Vomero White Sports Shoes,31949.jpg,http://assets.myntassets.com/v1/images/style/properties/24354f3ae110b7a6aa0fb19ffa6f0f06_images.jpg,671
1753,12957,Men,Footwear,Shoes,Sports Shoes,Grey,Sports,ADIDAS Men Grey Sports Shoes,12957.jpg,http://assets.myntassets.com/v1/images/style/properties/285f77d54aa639885c93fbb6e886824b_images.jpg,331
2615,46596,Women,Footwear,Shoes,Heels,Brown,Casual,Catwalk Women Olive Sandals,46596.jpg,http://assets.myntassets.com/v1/images/style/properties/3747ca1e0c35f26c1602707c759cc2af_images.jpg,787
1262,10671,Boys,Apparel,Bottomwear,Shorts,Green,Casual,Doodle Boy Army  Green Shorts,10671.jpg,http://assets.myntassets.com/v1/images/style/properties/b9e9274cbb60758fc935f64d9dbc1bdc_images.jpg,555
1597,37246,Men,Footwear,Shoes,Casual Shoes,Charcoal,Casual,United Colors of Benetton Men Charcoal Shoes,37246.jpg,http://assets.myntassets.com/v1/images/style/properties/1145142948361b0a1e1fbf5a6012c594_images.jpg,394
1566,39546,Men,Footwear,Flip Flops,Flip Flops,Yellow,Casual,Numero Uno Men Yellow Flip Flops,39546.jpg,http://assets.myntassets.com/v1/images/style/properties/5bdd4c9e739205e28ee134ff7849bc60_images.jpg,575
2007,22137,Men,Footwear,Shoes,Formal Shoes,Brown,Formal,Provogue Men Brown Formal Shoes,22137.jpg,http://assets.myntassets.com/v1/images/style/properties/030566390746ba9c76afc7ce7295fbeb_images.jpg,368
2084,39297,Men,Footwear,Sandal,Sandals,Black,Casual,Red Chief Men Black Sandals,39297.jpg,http://assets.myntassets.com/v1/images/style/properties/5f2f5b0ce27bb55afa0bcce8ceccbacc_images.jpg,386
1401,22154,Men,Footwear,Shoes,Formal Shoes,Black,Formal,Lee Cooper Men Black Formal Shoes,22154.jpg,http://assets.myntassets.com/v1/images/style/properties/8ad35a71d39ef0432055771175ca3adc_images.jpg,902
1805,5609,Men,Footwear,Sandal,Sports Sandals,Navy Blue,Casual,ADIDAS Men Receptor Navy Sports Sandals,5609.jpg,http://assets.myntassets.com/v1/images/style/properties/Adidas-Men-Receptor-Navy-Sports-Sandals_c52fff61c336160cdbfbe954cb1d12ed_images.jpg,50
1519,5606,Men,Footwear,Sandal,Sandals,Black,Casual,ADIDAS Men Kendall Black Floater,5606.jpg,http://assets.myntassets.com/v1/images/style/properties/a2910180f57f2557139decd881dd66b1_images.jpg,52
1162,3807,Boys,Apparel,Topwear,Tshirts,Red,Casual,Disney Kids Boy's Red Mickey Ship Kidswear,3807.jpg,http://assets.myntassets.com/v1/images/style/properties/b1ade54f23a925aa7f338eeef9a57318_images.jpg,751
1845,33649,Men,Footwear,Sandal,Sandals,Black,Casual,Lotto Men Stride Black Sandals,33649.jpg,http://assets.myntassets.com/v1/images/style/properties/070b37867589cbef2dbcc9da03d757ea_images.jpg,340
2369,43366,Women,Footwear,Shoes,Flats,Navy Blue,Casual,Reebok Women Navy Blue Casual Shoes,43366.jpg,http://assets.myntassets.com/v1/images/style/properties/92ecdcf6484a10a8324dc2a40c9b2f80_images.jpg,724
1729,13075,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Numero Uno Men Black Shoes,13075.jpg,http://assets.myntassets.com/v1/images/style/properties/d5e6350d1e72ff1e01b0d1bf9fe98ce8_images.jpg,408
2708,15256,Women,Footwear,Shoes,Casual Shoes,Black,Casual,ADIDAS Originals Women Midiru Lite Black Casual Shoes,15256.jpg,http://assets.myntassets.com/v1/images/style/properties/fb19fa7b73bf868b31bac62b438948c7_images.jpg,441
1700,57934,Men,Footwear,Sandal,Sandals,Brown,Casual,Clarks Men Brown Sandals,57934.jpg,http://assets.myntassets.com/v1/images/style/properties/Clarks-Men-Brown-Sandals_de132ea3035bd5070b3d638f6068ec61_images.jpg,564
755,58459,Boys,Apparel,Topwear,Tshirts,Navy Blue,Casual,Madagascar 3 Boys Navy Blue T-shirt,58459.jpg,http://assets.myntassets.com/v1/images/style/properties/Madagascar-3-Boys-Navy-Blue-T-shirt_823730261932046427284617e7701771_images.jpg,229
1740,3160,Men,Footwear,Shoes,Sports Shoes,White,Sports,Nike Men's Dual Fusion White Shoe,3160.jpg,http://assets.myntassets.com/v1/images/style/properties/2647d08362ed75f3d01e78bad9f0b98f_images.jpg,8
523,38482,Girls,Apparel,Topwear,Tops,Yellow,Casual,Gini and Jony Girls Milan Yellow Tops,38482.jpg,http://assets.myntassets.com/v1/images/style/properties/750c2cea95d717a22e0982f291184651_images.jpg,138
1551,19387,Men,Footwear,Shoes,Sports Shoes,Beige,Sports,ADIDAS Men Dumont Beige Sports Shoes,19387.jpg,http://assets.myntassets.com/v1/images/style/properties/4667f5416339437dda1dc3510bb0a27d_images.jpg,90
1235,34682,Boys,Apparel,Topwear,Tshirts,White,Casual,Allen Solly Kids Boys Printed White T-shirt,34682.jpg,http://assets.myntassets.com/v1/images/style/properties/67578dfa8835ab123b647c304bff2258_images.jpg,527
2150,36137,Women,Footwear,Shoes,Sports Shoes,Pink,Sports,Nike Women Free Run Pink Sports Shoes,36137.jpg,http://assets.myntassets.com/v1/images/style/properties/5b0a6dd6aadd4d4ba230ff849b36481b_images.jpg,119
1616,41452,Men,Footwear,Shoes,Casual Shoes,White,Casual,Lee Cooper Men White Shoes,41452.jpg,http://assets.myntassets.com/v1/images/style/properties/b108d9994e0371f64073b44b2669a79d_images.jpg,399
2821,56981,Women,Footwear,Shoes,Flats,Gold,Casual,HM Women Golden Sandals,56981.jpg,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Golden-Sandals_66c1296c67a3ac1ab1d856b9cfcdd15c_images.jpg,979
1810,23884,Men,Footwear,Shoes,Sports Shoes,White,Sports,Fila Men Hitech White Sports Shoes,23884.jpg,http://assets.myntassets.com/v1/images/style/properties/6b1d5e664a4dfdfac8ab8f5587257285_images.jpg,522
1219,48244,Boys,Apparel,Topwear,Tshirts,Red,Casual,Avengers Boys Red Printed T-shirt,48244.jpg,http://assets.myntassets.com/v1/images/style/properties/1aa0af14c07ba15c30233c51609bcba3_images.jpg,602
965,38282,Boys,Apparel,Topwear,Tshirts,Red,Casual,DC Comics Boys Red T-shirt,38282.jpg,http://assets.myntassets.com/v1/images/style/properties/443eb11f7a00d51fbe066b33997b640d_images.jpg,900
2027,33846,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Puma Men Future Cat Black Shoes,33846.jpg,http://assets.myntassets.com/v1/images/style/properties/72ccae28a97809e9693607d75ffe9702_images.jpg,695
2164,59056,Women,Footwear,Shoes,Casual Shoes,Blue,Casual,Carlton London Women Blue & Cream Shoes,59056.jpg,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Blue---Cream-Shoes_243d3b1aebc988e696a0ea409daff4bf_images.jpg,113
2543,15257,Women,Footwear,Shoes,Casual Shoes,Black,Casual,ADIDAS Originals Women Decade Low Sleek Black Casual Shoes,15257.jpg,http://assets.myntassets.com/v1/images/style/properties/36c1a34cb8d8ba5bf0b2c00efe1a4ca6_images.jpg,411
2464,50173,Women,Footwear,Shoes,Flats,Multi,Casual,Rocia Women Multi Coloured Ballerina,50173.jpg,http://assets.myntassets.com/v1/images/style/properties/aa39047f416699c8100df3f5642c2d50_images.jpg,100
854,39333,Boys,Apparel,Topwear,Tshirts,White,Casual,Gini & Jony Boys White T-shirt,39333.jpg,http://assets.myntassets.com/v1/images/style/properties/bfc11f50c92643cc0c2e3f194a842198_images.jpg,235
689,39837,Boys,Apparel,Topwear,Tshirts,Red,Casual,Palm Tree Boys Striped Red T-Shirt,39837.jpg,http://assets.myntassets.com/v1/images/style/properties/6e38d2be8a65881f9e0f959f2b3bf754_images.jpg,662
1641,20802,Men,Footwear,Shoes,Sports Shoes,White,Sports,Fila Men Racer White Sports Shoes,20802.jpg,http://assets.myntassets.com/v1/images/style/properties/89f6d664a27c88ebf7d6fc3498875fb9_images.jpg,813
2172,55650,Women,Footwear,Shoes,Heels,Multi,Casual,Catwalk Women Multi-coloured Heels,55650.jpg,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Multi-coloured-Heels_be86b9c7d80ce88c557298beaad57be2_images.jpg,317
1933,24666,Men,Footwear,Shoes,Casual Shoes,Black,Casual,Converse Men Lace Color Black Casual Shoes,24666.jpg,http://assets.myntassets.com/v1/images/style/properties/378d9bf9c3a96f9c45b1bf75e1f88254_images.jpg,707
1726,44712,Men,Footwear,Flip Flops,Flip Flops,Black,Casual,Lotto Men Black Campione Flip Flop,44712.jpg,http://assets.myntassets.com/v1/images/style/properties/b4e92269a1a54fe65b6ba1e189c49325_images.jpg,473
855,31161,Boys,Apparel,Topwear,Blazers,Navy Blue,Casual,Gini and Jony Boys Printed Navy Blue Blazer,31161.jpg,http://assets.myntassets.com/v1/images/style/properties/c21198c696447ba6153a935980eca26e_images.jpg,560
20,50723,Girls,Apparel,Dress,Dresses,Blue,Casual,Doodle Girls Blue Printed Dress,50723.jpg,http://assets.myntassets.com/v1/images/style/properties/9fa6bd6c5b841804bdee04460ee934de_images.jpg,478
1700,57934,Men,Footwear,Sandal,Sandals,Brown,Casual,Clarks Men Brown Sandals,57934.jpg,http://assets.myntassets.com/v1/images/style/properties/Clarks-Men-Brown-Sandals_de132ea3035bd5070b3d638f6068ec61_images.jpg,771
606,50715,Boys,Apparel,Topwear,Tshirts,White,Casual,Doodle Boys White Printed T-Shirt,50715.jpg,http://assets.myntassets.com/v1/images/style/properties/37361e7b815ded3efcb96f41f4fd21d7_images.jpg,634
1029,8327,Boys,Apparel,Topwear,Tshirts,Green,Casual,Doodle Boy's Stripper Green Teen Kidswear,8327.jpg,http://assets.myntassets.com/v1/images/style/properties/00151e0deb0edf345753dcb135f5c62c_images.jpg,321
1064,46731,Boys,Apparel,Topwear,Tshirts,Red,Casual,Gini and Jony Boys Red Printed T-Shirt,46731.jpg,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Boys-Red-Printed-T-Shirt_329ea299ef158753adc55ed41664d828_images.jpg,959
1078,12844,Boys,Apparel,Topwear,Tshirts,Multi,Casual,Ant Kids Boys Multicoloured Striped T-shirts,12844.jpg,http://assets.myntassets.com/v1/images/style/properties/Ant-Kids-Boys-Grafitti-Brown-Tshirts_c909c04993ffbde8aa3ae77ab537a854_images.jpg,730
368,41311,Girls,Apparel,Bottomwear,Capris,White,Casual,Gini and Jony Girls Fixed Weast White Capris,41311.jpg,http://assets.myntassets.com/v1/images/style/properties/69a8cd00dab8144c1ecdc1c17f1a8181_images.jpg,208
543,29166,Girls,Apparel,Dress,Dresses,Navy Blue,Casual,United Colors of Benetton Girls Polka Dot Navy Blue Dress,29166.jpg,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Girls-Polka-Dot-Navy-Blue-Dress_fb4f5a434ade4269cbb20584b1c93e71_images.jpg,754
379,9927,Girls,Apparel,Topwear,Tshirts,Orange,Casual,Doodle Girls Saturday 24Am Orange Tshirts,9927.jpg,http://assets.myntassets.com/v1/images/style/properties/48096c6ccd4ec90cb07b0cdae76d76ec_images.jpg,704
508,40993,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Pink Striped Top,40993.jpg,http://assets.myntassets.com/assets/images/40993/2018/3/14/11521029937692-Gini-and-Jony-Girls-Woven-Pink-Tops-7341521029937469-1.jpg,486
2026,28600,Men,Footwear,Shoes,Sports Shoes,Black,Sports,Fila Men Torando Black Sports Shoes,28600.jpg,http://assets.myntassets.com/v1/images/style/properties/00d49e1b2d56259d0ad1ba93e8cbaf21_images.jpg,925
2172,55650,Women,Footwear,Shoes,Heels,Multi,Casual,Catwalk Women Multi-coloured Heels,55650.jpg,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Multi-coloured-Heels_be86b9c7d80ce88c557298beaad57be2_images.jpg,78
2104,15250,Men,Footwear,Shoes,Casual Shoes,Red,Casual,ADIDAS Originals Men SL 72 Red Casual Shoes,15250.jpg,http://assets.myntassets.com/v1/images/style/properties/0b56b31d1dcb7f9c744080e12d3e0b56_images.jpg,743
2458,17016,Women,Footwear,Shoes,Flats,White,Casual,Rocia Women Casual White Sandal,17016.jpg,http://assets.myntassets.com/v1/images/style/properties/7bc16925826e5f64eba5d1b01b6f0d18_images.jpg,176
2093,2963,Men,Footwear,Shoes,Sports Shoes,White,Sports,Puma Men's Basket Biz White & Blue Shoe,2963.jpg,http://assets.myntassets.com/v1/images/style/properties/8fe5241611ac361fa7103caa71beed8f_images.jpg,357
2413,21723,Women,Footwear,Shoes,Heels,Beige,Casual,Catwalk Women Casual Beige Heels,21723.jpg,http://assets.myntassets.com/v1/images/style/properties/7559ed7519d07a4197381c79ecf9128e_images.jpg,926
56,40941,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Pretty Pink Top,40941.jpg,http://assets.myntassets.com/v1/images/style/properties/bc025ebc8384d35559c6681c218a8760_images.jpg,262
1089,42595,Boys,Apparel,Bottomwear,Jeans,Grey,Casual,United Colors of Benetton Boys Grey Slim Fit Jeans,42595.jpg,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Boys-Grey-Slim-Fit-Jeans_29910bc7ff42dd7489572cafa9963e7d_images.jpg,668
121,41971,Girls,Apparel,Topwear,Tops,Blue,Casual,Gini and Jony Girls Summer Up Blue Top,41971.jpg,http://assets.myntassets.com/v1/images/style/properties/48003adac2550efb3d1924592f80008e_images.jpg,630
1828,50747,Men,Footwear,Shoes,Casual Shoes,Mushroom Brown,Casual,Red Chief Men Mushroom Brown Shoes,50747.jpg,http://assets.myntassets.com/v1/images/style/properties/7a499301c721666d3243360e3e437091_images.jpg,819
2780,10110,Women,Footwear,Shoes,Sports Shoes,White,Sports,Reebok Women Instant White Sports Shoes,10110.jpg,http://assets.myntassets.com/v1/images/style/properties/20fc6e0f15e98e760f67d8c6f3a61ff3_images.jpg,809
5,25520,Girls,Apparel,Topwear,Tops,White,Casual,Doodle Kids Girls City Chic White Top,25520.jpg,http://assets.myntassets.com/v1/images/style/properties/416f7bd57546242fd72a817de0d517e5_images.jpg,283
988,4188,Boys,Apparel,Topwear,Tshirts,Blue,Casual,Disney Kids Boy's Blue Stripes Little Captain Kidswear,4188.jpg,http://assets.myntassets.com/v1/images/style/properties/a1e12e82486b372c22645cef5e880025_images.jpg,42
389,24942,Girls,Apparel,Topwear,Tops,Black,Casual,United Colors of Benetton Kids Girls Black Top,24942.jpg,http://assets.myntassets.com/v1/images/style/properties/a02e50b2758a452e152466444c8142c7_images.jpg,81
1895,57531,Men,Footwear,Shoes,Casual Shoes,Mushroom Brown,Casual,Provogue Men Mushroom Brown Casual Shoes,57531.jpg,http://assets.myntassets.com/v1/images/style/properties/Provogue-Men-Mushroom-Brown-Casual-Shoes_63c5624508f1ae3d4ce5256c1e82492a_images.jpg,760
